source,test_type,df1,df2,test_comp,test_value,p_comp,reported_p,computed_p,raw,error,decision_error,one_tailed_in_txt,apa_factor,sourceFile,year,journal
2007-26-SLH-gershkoff-stowe-hahn-fast-mapping-skills-in-the-developing-lexicon.pdf,t,NA,7,=,-2.29,<,0.05,0.0558075274078498,"t(7) = -2.29, p < .05",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2007-26-SLH-gershkoff-stowe-hahn-fast-mapping-skills-in-the-developing-lexicon.pdf,2007,SLH
2007-02-JCL-S0305000906007690a.pdf,Z,NA,NA,=,1.08,<,0.005,0.280142180177538,"(z=1.08, p<0.005",TRUE,TRUE,FALSE,0.85,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2007-02-JCL-S0305000906007690a.pdf,2007,JCL
2008-73-SLH-pittman-short-term-word-learning-rate-in-children-with-normal-hearing-and-children-with-hearing-loss-in-limited-and.pdf,t,NA,34,=,1.8,=,0.04,0.0807395016831873,"t(34) = 1.8,p = .04",TRUE,TRUE,TRUE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2008-73-SLH-pittman-short-term-word-learning-rate-in-children-with-normal-hearing-and-children-with-hearing-loss-in-limited-and.pdf,2008,SLH
2008-33-JCL-S0305000908008751a.pdf,r,NA,18,=,0.4,=,0.04,0.0805538721085092,"r (18)=0.40, p=0.04",TRUE,TRUE,TRUE,0.27,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2008-33-JCL-S0305000908008751a.pdf,2008,JCL
2008-02-APS-S0142716407080113a.pdf,F,2,96,=,2.94,=,0.05,0.057643486920064,"F (2, 96) =2.94, p = .05",TRUE,TRUE,FALSE,0.5,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2008-02-APS-S0142716407080113a.pdf,2008,APS
2008-00-LaS-baker-et-al-2008-child-adult-differences-in-second-language-phonological-learning-the-role-of-cross-language-similarity.pdf,F,1,30,=,4.19,=,0.06,0.0495101419536265,"F(1, 30) = 4.19, p = .06",TRUE,TRUE,TRUE,0.87,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2008-00-LaS-baker-et-al-2008-child-adult-differences-in-second-language-phonological-learning-the-role-of-cross-language-similarity.pdf,2008,LaS
2008-55-JML-Precategorical-acoustic-storage-and-the-percept_2008_Journal-of-Memory-and-L.pdf,F,1,144,=,2.09,<,0.05,0.150438929888034,"F(1, 144) = 2.09,p < .05",TRUE,TRUE,TRUE,0.52,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2008-55-JML-Precategorical-acoustic-storage-and-the-percept_2008_Journal-of-Memory-and-L.pdf,2008,JML
2008-35-JCL-S0305000908008799a.pdf,Chi2,3,NA,=,6.9,=,0.0075,0.0751543425637878,"x2(3, N=48)=6.9, p=.0075",TRUE,TRUE,FALSE,0.9,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2008-35-JCL-S0305000908008799a.pdf,2008,JCL
2008-94-SLH-spaulding-et-al-sustained-selective-attention-skills-of-preschool-children-with-specific-language-impairment-evidence.pdf,F,2,84,=,3.02,<,0.05,0.0541301946504281,"F(2, 84) = 3.02, p < .05",TRUE,TRUE,FALSE,0.73,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2008-94-SLH-spaulding-et-al-sustained-selective-attention-skills-of-preschool-children-with-specific-language-impairment-evidence.pdf,2008,SLH
2008-01-SLH-thordardottir-language-specific-effects-of-task-demands-on-the-manifestation-of-specific-language-impairment-a.pdf,F,1,38,=,3.66,=,0.035,0.063290763431108,"F(1, 38) = 3.66, p = .035",TRUE,TRUE,FALSE,0.47,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2008-01-SLH-thordardottir-language-specific-effects-of-task-demands-on-the-manifestation-of-specific-language-impairment-a.pdf,2008,SLH
2008-88-SLH-shi-doherty-subjective-and-objective-effects-of-fast-and-slow-compression-on-the-perception-of-reverberant-speech-in.pdf,F,2,174,=,8.27,=,0.101,3.7067099505733e-4,"F(2, 174) = 8.270, p = .101",TRUE,TRUE,TRUE,0.4,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2008-88-SLH-shi-doherty-subjective-and-objective-effects-of-fast-and-slow-compression-on-the-perception-of-reverberant-speech-in.pdf,2008,SLH
2009-51-SLH-mcleod-harrison-epidemiology-of-speech-and-language-impairment-in-a-nationally-representative-sample-of-4-to-5-year-old.pdf,F,1,4951,=,23,=,0.879,1.66753121928132e-6,"F(1, 4951) = 0,23,p = .879",TRUE,TRUE,FALSE,0.62,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2009-51-SLH-mcleod-harrison-epidemiology-of-speech-and-language-impairment-in-a-nationally-representative-sample-of-4-to-5-year-old.pdf,2009,SLH
2009-00-LaS-baker-bradlow-2009-variability-in-word-duration-as-a-function-of-probability-speech-style-and-prosody.pdf,Z,NA,NA,=,1.899,<,0.05,0.0575644759886931,"z =1.899, p < .05",TRUE,TRUE,TRUE,0.22,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2009-00-LaS-baker-bradlow-2009-variability-in-word-duration-as-a-function-of-probability-speech-style-and-prosody.pdf,2009,LaS
2009-12-JPR-s10936-009-9108-4.pdf,t,NA,3,=,2.2,=,0.05,0.115171951976471,"t (3) = 2.20, p = .05",TRUE,TRUE,TRUE,0.18,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2009-12-JPR-s10936-009-9108-4.pdf,2009,JPR
2009-05-JCL-S030500090800888Xa.pdf,F,1,1071,=,2.1,=,0.05,0.147591865279005,"F(1, 1071)=2.1, p=0.05",TRUE,TRUE,FALSE,0.76,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2009-05-JCL-S030500090800888Xa.pdf,2009,JCL
2009-35-BAL-Orthographic-combinability-and-phonological-consistency-effect_2009_Brain-an.pdf,F,1,56,=,3.808,=,0.05,0.0560171228851863,"F(1, 56) = 3.808, p = .050",TRUE,TRUE,FALSE,0.78,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2009-35-BAL-Orthographic-combinability-and-phonological-consistency-effect_2009_Brain-an.pdf,2009,BAL
2009-03-SLH-vogel-et-al-a-comparative-study-of-two-acoustic-measures-of-hypernasality.pdf,Chi2,49,NA,=,8.66,=,0.034,0.999999999979858,"k(49) =8.66, p = .034",TRUE,TRUE,FALSE,0.54,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2009-03-SLH-vogel-et-al-a-comparative-study-of-two-acoustic-measures-of-hypernasality.pdf,2009,SLH
2009-12-BLC-S1366728909004027a.pdf,F,1,135,=,3.43,<,0.01,0.066206435133157,"F(1,135) = 3.43, p <.01",TRUE,TRUE,TRUE,0.73,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2009-12-BLC-S1366728909004027a.pdf,2009,BLC
2009-00-BAL-A-common-mechanism-in-verb-and-noun-naming-deficits-in-Al_2009_Brain-and-Lan.pdf,t,NA,13,=,1.6,<,0.001,0.133609281642764,"t(13) = 1.6, p < .001",TRUE,TRUE,FALSE,0.35,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2009-00-BAL-A-common-mechanism-in-verb-and-noun-naming-deficits-in-Al_2009_Brain-and-Lan.pdf,2009,BAL
2009-77-SLH-rossi-katz-arehart-message-and-talker-identification-in-older-adults-effects-of-task-distinctiveness-of-the-talkers.pdf,F,2,40,=,2.6,<,0.001,0.0867822948516792,"F(2, 40) = 2.6, p < .001",TRUE,TRUE,FALSE,0.69,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2009-77-SLH-rossi-katz-arehart-message-and-talker-identification-in-older-adults-effects-of-task-distinctiveness-of-the-talkers.pdf,2009,SLH
2010-06-SLH-boothroyd-et-al-an-on-line-imitative-test-of-speech-pattern-contrast-perception-(olimspac)-developmental-effects-in.pdf,F,5,125,=,1.9,=,0.016,0.0989494829822962,"F(5, 125) = 1.9, p = .016",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2010-06-SLH-boothroyd-et-al-an-on-line-imitative-test-of-speech-pattern-contrast-perception-(olimspac)-developmental-effects-in.pdf,2010,SLH
2010-11-SLH-dale-et-al-the-etiology-of-diverse-receptive-language-skills-at-12-years.pdf,F,4,4312,=,0.362,<,0.01,0.83579469283635,"F (4, 4312) = 0.362, p < .01",TRUE,TRUE,TRUE,0.57,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2010-11-SLH-dale-et-al-the-etiology-of-diverse-receptive-language-skills-at-12-years.pdf,2010,SLH
2010-58-JML-What-and-where-in-speech-recognition--Geminates-and_2010_Journal-of-Memory-a.pdf,F,1,1274,=,3.49,<,0.05,0.061969985480331,"F(1, 1274) = 3.49, p < .05",TRUE,TRUE,FALSE,0.34,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2010-58-JML-What-and-where-in-speech-recognition--Geminates-and_2010_Journal-of-Memory-a.pdf,2010,JML
2010-31-JCL-S0305000909990286a.pdf,t,NA,23,=,1.83,=,0.04,0.0802416582260837,"t(23)=1.83, p=0.04",TRUE,TRUE,TRUE,0.57,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2010-31-JCL-S0305000909990286a.pdf,2010,JCL
2010-50-SLH-johnson-goswami-phonological-awareness-vocabulary-and-reading-in-deaf-children-with-cochlear-implants.pdf,t,NA,37,=,2.19,=,0.06,0.0349044605079466,"t(37) = 2.19,p = .06",TRUE,TRUE,FALSE,0.4,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2010-50-SLH-johnson-goswami-phonological-awareness-vocabulary-and-reading-in-deaf-children-with-cochlear-implants.pdf,2010,SLH
2010-01-LaS-barkhuysen-et-al-2010-crossmodal-and-incremental-perception-of-audiovisual-cues-to-emotional-speech.pdf,F,6,234,=,2.261,=,0.06,0.0385232855860929,"F(6, 234) = 2.261, p = .06",TRUE,TRUE,FALSE,0.25,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2010-01-LaS-barkhuysen-et-al-2010-crossmodal-and-incremental-perception-of-audiovisual-cues-to-emotional-speech.pdf,2010,LaS
2010-40-SLH-hirata-kelly-effects-of-lips-and-hands-on-auditory-learning-of-second-language-speech-sounds.pdf,F,3,56,=,2.7,<,0.05,0.0542747394311686,"F(3, 56) = 2.70, p < .05",TRUE,TRUE,FALSE,0.71,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2010-40-SLH-hirata-kelly-effects-of-lips-and-hands-on-auditory-learning-of-second-language-speech-sounds.pdf,2010,SLH
2010-34-JML-On-the-incrementality-of-pragmatic-processing--An-ERP-i_2010_Journal-of-Memo.pdf,F,1,13,=,4.01,=,0.001,0.0665419342984678,"F(1, 13) = 4.01, p = 0.001",TRUE,TRUE,FALSE,0.68,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2010-34-JML-On-the-incrementality-of-pragmatic-processing--An-ERP-i_2010_Journal-of-Memo.pdf,2010,JML
2010-28-BAL-Localization-of-sublexical-speech-perception-componen_2010_Brain-and-Languag.pdf,Chi2,51,NA,=,2.57,=,0.01,1,"T(51) = 2.57, p = .01",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2010-28-BAL-Localization-of-sublexical-speech-perception-componen_2010_Brain-and-Languag.pdf,2010,BAL
2011-15-BAL-Hemispheric-asymmetries-in-processing-L1-and-L2-idioms--Eff_2011_Brain-and-L.pdf,t,NA,37,=,1.83,<,0.05,0.0753155882976595,"t(37) = 1.83, p < 0.05",TRUE,TRUE,FALSE,0.2,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2011-15-BAL-Hemispheric-asymmetries-in-processing-L1-and-L2-idioms--Eff_2011_Brain-and-L.pdf,2011,BAL
2011-12-BLC-S1366728910000222a.pdf,t,NA,34,=,3.459,=,0.051,0.00147820745093162,"t(34) = 3.459, p = .051",TRUE,TRUE,TRUE,0.76,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2011-12-BLC-S1366728910000222a.pdf,2011,BLC
2011-22-APS-S0142716411000051a.pdf,t,NA,27,=,-1.83,<,0.05,0.0783119935957958,"t (27) = -1.83, p < .05",TRUE,TRUE,TRUE,0.79,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2011-22-APS-S0142716411000051a.pdf,2011,APS
2011-29-BAL-Neuromagnetic-evidence-for-a-featural-distinction-of-English_2011_Brain-and-.pdf,F,1,77,=,3.9,<,0.05,0.0518709795304159,"F(1, 77) = 3.90, p < .05",TRUE,TRUE,TRUE,0.7,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2011-29-BAL-Neuromagnetic-evidence-for-a-featural-distinction-of-English_2011_Brain-and-.pdf,2011,BAL
2011-10-SLH-blackman-hall-reducing-the-effects-of-background-noise-during-auditory-functional-magnetic-resonance-imaging-of-speech.pdf,F,1,7,=,3.87,<,0.05,0.0898570604525017,"F(1, 7) = 3.87, p < .05",TRUE,TRUE,TRUE,0.56,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2011-10-SLH-blackman-hall-reducing-the-effects-of-background-noise-during-auditory-functional-magnetic-resonance-imaging-of-speech.pdf,2011,SLH
2011-19-APS-S0142716411000026a.pdf,t,NA,37,=,5.29,=,0.32,5.7406075278523e-6,"t (37) = 5.29, p = .32",TRUE,TRUE,FALSE,0.04,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2011-19-APS-S0142716411000026a.pdf,2011,APS
2011-08-LSP-heaton-nygaard-2011-charm-or-harm-effect-of-passage-content-on-listener-attitudes-toward-american-english-accents.pdf,F,1,60,=,2.89,<,0.01,0.0943098190685736,"F(1, 60) = 2.89, p < .01",TRUE,TRUE,FALSE,0.97,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2011-08-LSP-heaton-nygaard-2011-charm-or-harm-effect-of-passage-content-on-listener-attitudes-toward-american-english-accents.pdf,2011,LSP
2011-37-BAL-Sublexical-ambiguity-effect-in-reading-Chinese-disyllabi_2011_Brain-and-Lang.pdf,F,1,20,=,3.9,=,0.05,0.0622533867986748,"F(1, 20) = 3.9, p = .05",TRUE,TRUE,FALSE,0.39,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2011-37-BAL-Sublexical-ambiguity-effect-in-reading-Chinese-disyllabi_2011_Brain-and-Lang.pdf,2011,BAL
2011-29-JPR-s10936-011-9195-x.pdf,F,1,19,=,4.37,<,0.05,0.0502547050604066,"F(1, 19) = 4.37, p < 0.05",TRUE,TRUE,FALSE,0.21,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2011-29-JPR-s10936-011-9195-x.pdf,2011,JPR
2012-18-LAB-lab.2.4.02kei.pdf,F,1,68,=,3.608,=,0.028,0.0617444656940345,"F(1,68) = 3.608, p = .028",TRUE,TRUE,FALSE,0.89,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LAB/2012-18-LAB-lab.2.4.02kei.pdf,2012,LAB
2012-66-SLH-wilson-et-al-examining-success-of-communication-strategies-used-by-formal-caregivers-assisting-individuals-with.pdf,Chi2,14,NA,=,0.028,=,0.004,1,"c2(14, N = 12) = 0.028, p = .004",TRUE,TRUE,FALSE,0.84,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2012-66-SLH-wilson-et-al-examining-success-of-communication-strategies-used-by-formal-caregivers-assisting-individuals-with.pdf,2012,SLH
2012-19-JML-Distinguishing-speed-from-accuracy-in-scalar-i_2012_Journal-of-Memory-and-La.pdf,F,1,36,=,2.23,=,0.028,0.144067286281658,"F(1, 36) = 2.23, p = .028",TRUE,TRUE,FALSE,0.79,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2012-19-JML-Distinguishing-speed-from-accuracy-in-scalar-i_2012_Journal-of-Memory-and-La.pdf,2012,JML
2012-07-JML-Adaptation-in-gesture--Converging-hands-or-conv_2012_Journal-of-Memory-and-L.pdf,t,NA,45,=,2.38,=,0.8,0.0216104013471201,"t(45) = 2.38, p = .80",TRUE,TRUE,TRUE,0.81,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2012-07-JML-Adaptation-in-gesture--Converging-hands-or-conv_2012_Journal-of-Memory-and-L.pdf,2012,JML
2012-29-BAL-Early--equivalent-ERP-masked-priming-effects-for-regular-a_2012_Brain-and-La.pdf,F,4,16,=,4.1,=,0.17,0.017858215882907,"F(4, 16) = 4.1, p = 0.17",TRUE,TRUE,FALSE,0.43,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2012-29-BAL-Early--equivalent-ERP-masked-priming-effects-for-regular-a_2012_Brain-and-La.pdf,2012,BAL
2012-55-BAL-Neural-dissociation-of-phonological-and-visual-attention-span-_2012_Brain-an.pdf,t,NA,19,=,1.87,=,0.038,0.0769727640504072,"t(19) = 1.87, p = .038",TRUE,TRUE,TRUE,0.71,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2012-55-BAL-Neural-dissociation-of-phonological-and-visual-attention-span-_2012_Brain-an.pdf,2012,BAL
2012-81-JML-Why-do-rereading-lag-effects-depend-on-test-_2012_Journal-of-Memory-and-Lang.pdf,t,NA,57,=,1.82,=,0.037,0.0740110834337857,"t(57) = 1.82, p = .037",TRUE,TRUE,FALSE,0.62,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2012-81-JML-Why-do-rereading-lag-effects-depend-on-test-_2012_Journal-of-Memory-and-Lang.pdf,2012,JML
2012-16-APS-S0142716411000415a.pdf,Z,NA,NA,=,1.64,=,0.009,0.101005166948207,"Z = 1.64, p = .009",TRUE,TRUE,FALSE,0.51,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2012-16-APS-S0142716411000415a.pdf,2012,APS
2012-69-SLH-yoon-et-al-speech-recognition-and-acoustic-features-in-combined-electric-and-acoustic-stimulation.pdf,F,1,8,=,6.8,>,0.05,0.0312426716647647,"F(1, 8) = 6.8, p > .05",TRUE,TRUE,FALSE,0.95,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLH/2012-69-SLH-yoon-et-al-speech-recognition-and-acoustic-features-in-combined-electric-and-acoustic-stimulation.pdf,2012,SLH
2013-31-APS-S0142716412000033a.pdf,t,NA,152,=,2.16,=,0.093,0.0323401528326703,"t (152) = 2.16, p = .093",TRUE,TRUE,FALSE,0.96,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2013-31-APS-S0142716412000033a.pdf,2013,APS
2013-08-LLT-17_02_yangmeng.pdf,t,NA,24,=,-1.47,=,0.03,0.154550613533464,"t(24)=-1.47, p = .03",TRUE,TRUE,FALSE,0.64,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LLT/2013-08-LLT-17_02_yangmeng.pdf,2013,LLT
2013-44-JCL-S0305000912000499a.pdf,Chi2,3,NA,=,7.6,<,0.05,0.055043936378878,"x2 (3,n=24)=7.60, p<.05",TRUE,TRUE,FALSE,0.57,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2013-44-JCL-S0305000912000499a.pdf,2013,JCL
2013-21-BLC-S1366728912000387a.pdf,F,1,244,=,3.02,<,0.01,0.0835051285138124,"F(1,244) = 3.02, p < .01",TRUE,TRUE,TRUE,0.49,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2013-21-BLC-S1366728912000387a.pdf,2013,BLC
2013-11-SLA-S0272263112000915a.pdf,t,NA,8,=,-2.28,=,0.05,0.0520713245363245,"t(8) = -2.28, p = .050",TRUE,TRUE,FALSE,0.91,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2013-11-SLA-S0272263112000915a.pdf,2013,SLA
2013-10-BAL-Audiovisual-perception-of-noise-vocoded-speech-in-dyslexic-and_2013_Brain-an.pdf,t,NA,43,=,1.83,=,0.04,0.0741876997733496,"t(43) = 1.83, p = .04",TRUE,TRUE,TRUE,0.45,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2013-10-BAL-Audiovisual-perception-of-noise-vocoded-speech-in-dyslexic-and_2013_Brain-an.pdf,2013,BAL
2013-04-JPR-s10936-013-9238-6.pdf,Z,NA,NA,=,2.73,=,0.08,0.00633343255471559,"Z = 2.73,p = 0.08",TRUE,TRUE,FALSE,0.43,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2013-04-JPR-s10936-013-9238-6.pdf,2013,JPR
2013-32-BAL-The-speakers--accent-shapes-the-listeners--phonological-pre_2013_Brain-and-L.pdf,F,1,20,=,4.05,=,0.05,0.0578335570522563,"F(1, 20) = 4.05, p = .05",TRUE,TRUE,FALSE,0.98,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2013-32-BAL-The-speakers--accent-shapes-the-listeners--phonological-pre_2013_Brain-and-L.pdf,2013,BAL
2013-34-BAL-The-temporal-dynamics-of-first-versus-second-language-p_2013_Brain-and-Langu.pdf,F,1,38,=,3.8,=,0.05,0.0586615370509129,"F(1, 38) = 3.8, p = .05",TRUE,TRUE,TRUE,0.55,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2013-34-BAL-The-temporal-dynamics-of-first-versus-second-language-p_2013_Brain-and-Langu.pdf,2013,BAL
2014-06-APS-S0142716412000355a.pdf,t,NA,5,=,2.51,<,0.03,0.0538279977231269,"t (5) =2.51, p < .03",TRUE,TRUE,FALSE,0.93,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2014-06-APS-S0142716412000355a.pdf,2014,APS
2014-41-BAL-High-frequency-gamma-activity-in-the-left-hippocampus-predi_2014_Brain-and-L.pdf,Z,NA,NA,=,1.93,<,0.05,0.0536068377541099,"(z = 1.93, p < .05",TRUE,TRUE,FALSE,0.84,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2014-41-BAL-High-frequency-gamma-activity-in-the-left-hippocampus-predi_2014_Brain-and-L.pdf,2014,BAL
2014-04-APS-S0142716412000288a.pdf,F,1,119,=,3.69,<,0.05,0.0571318624522806,"F (1, 119) = 3.69, p < .05",TRUE,TRUE,FALSE,0.52,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2014-04-APS-S0142716412000288a.pdf,2014,APS
2014-03-JPR-s10936-014-9286-6.pdf,t,NA,40,=,1.77,=,0.04,0.0843495088745313,"t (40) = 1.77, p = .04",TRUE,TRUE,TRUE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2014-03-JPR-s10936-014-9286-6.pdf,2014,JPR
2014-11-JML-Effects-of-criterion-level-on-associative-memory--Ev_2014_Journal-of-Memory-.pdf,t,NA,46,=,1.71,=,0.047,0.0940039982204125,"t(46) = 1.71,p = .047",TRUE,TRUE,TRUE,0.12,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2014-11-JML-Effects-of-criterion-level-on-associative-memory--Ev_2014_Journal-of-Memory-.pdf,2014,JML
2014-08-APS-S0142716412000379a.pdf,t,NA,25,=,1.93,=,0.03,0.0650275101564985,"t (25) =1.93, p = .03",TRUE,TRUE,TRUE,0.5,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2014-08-APS-S0142716412000379a.pdf,2014,APS
2014-40-JCL-S0305000913000275a.pdf,Z,NA,NA,=,1.996,=,0.053,0.0459339227971132,"(Z=1.996,p=.053",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2014-40-JCL-S0305000913000275a.pdf,2014,JCL
2014-15-APS-S0142716412000446a.pdf,F,2,74,=,3.07,=,0.029,0.0523779046198687,"F (2, 74) = 3.07, p = .029",TRUE,TRUE,FALSE,0.47,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2014-15-APS-S0142716412000446a.pdf,2014,APS
2014-34-JPR-s10936-014-9317-3.pdf,t,NA,33,=,1.69,<,0.05,0.100454949336772,"t(33) = 1.69, p < .05",TRUE,TRUE,TRUE,0.13,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2014-34-JPR-s10936-014-9317-3.pdf,2014,JPR
2015-50-JML-Turning-a-blind-eye-to-the-lexicon--ERPs-show-no-cross-ta_2015_Journal-of-Me.pdf,F,26,442,=,1.91,=,0.13,0.00495599979332675,"F(26, 442) = 1.91, p = .13",TRUE,TRUE,FALSE,0.5,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2015-50-JML-Turning-a-blind-eye-to-the-lexicon--ERPs-show-no-cross-ta_2015_Journal-of-Me.pdf,2015,JML
2015-83-BAL-Substantial-gains-in-word-learning-ability-between-20-and-2_2015_Brain-and-L.pdf,F,8,248,=,2.07,=,0.057,0.03930017963122,"F(8, 248) = 2.07, p = .057",TRUE,TRUE,FALSE,0.7,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2015-83-BAL-Substantial-gains-in-word-learning-ability-between-20-and-2_2015_Brain-and-L.pdf,2015,BAL
2015-80-BAL-Spontaneous-gesture-and-spatial-language--Evidence-from-f_2015_Brain-and-Lan.pdf,F,2,43,=,3.12,<,0.05,0.0542917503474214,"F(2, 43)= 3.12, p < .05",TRUE,TRUE,TRUE,0.55,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2015-80-BAL-Spontaneous-gesture-and-spatial-language--Evidence-from-f_2015_Brain-and-Lan.pdf,2015,BAL
2015-43-BLC-S1366728914000704a.pdf,F,2,26,=,3.38,=,0.054,0.0495658905410293,"F(2, 26) = 3.38, p = .054",TRUE,TRUE,FALSE,0.3,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2015-43-BLC-S1366728914000704a.pdf,2015,BLC
2015-25-APS-S0142716413000519a.pdf,Z,NA,NA,=,-0.36,<,0.05,0.718847133564018,"z = -.36, p < .05",TRUE,TRUE,FALSE,0.37,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2015-25-APS-S0142716413000519a.pdf,2015,APS
2015-43-LCN-07-Effect size matters_ the role of language statistics and perceptual simulation in conceptual p.pdf,F,4,121,=,4.29,=,0.06,0.00278955422990637,"F(4, 121) = 4.29,p = .06",TRUE,TRUE,FALSE,0.88,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2015-43-LCN-07-Effect size matters_ the role of language statistics and perceptual simulation in conceptual p.pdf,2015,LCN
